hole_high,hole_low,suited,pocket_pair,street,num_opponents,hand_class,normalized_strength,win_pct,tie_pct,loss_pct
12,7,0,0,0,7,0,0.0,10.0,4.0,86.0
11,4,0,0,0,6,0,0.0,5.4,3.4,91.2
12,9,1,0,5,7,8,0.4917,7.4,0.6,92.0
5,4,0,0,0,4,0,0.0,14.8,2.6,82.6
6,4,0,0,3,1,8,0.2934,49.2,4.6,46.2
13,3,0,0,4,4,8,0.5047,44.8,6.2,49.0
5,4,0,0,5,6,7,0.5631,42.4,1.2,56.4
12,10,0,0,4,2,9,0.0977,14.8,0.0,85.2
13,8,1,0,3,2,8,0.3649,59.6,1.2,39.2
9,3,1,0,5,4,6,0.6809,83.2,2.0,14.8
13,11,0,0,5,7,7,0.6691,28.2,1.2,70.6
6,4,1,0,5,7,5,0.7846,75.4,5.4,19.2
8,2,1,0,0,1,0,0.0,40.2,4.6,55.2
13,4,0,0,3,7,7,0.563,7.6,3.2,89.2
8,5,1,0,5,2,9,0.147,0.6,1.4,98.0
14,4,0,0,4,5,9,0.1207,2.0,0.6,97.4
13,8,0,0,4,4,9,0.1536,7.6,4.2,88.2
11,11,0,1,3,5,8,0.4371,14.6,0.4,85.0
7,2,0,0,3,3,8,0.3289,19.6,5.6,74.8
14,4,0,0,3,8,8,0.1935,9.0,3.0,88.0
6,4,0,0,5,4,7,0.5675,51.0,1.4,47.6
11,9,1,0,4,5,7,0.6179,44.2,1.6,54.2
8,6,0,0,0,8,0,0.0,6.8,2.6,90.6
8,6,0,0,4,1,8,0.417,18.6,6.4,75.0
7,5,0,0,4,4,9,0.1687,7.0,0.6,92.4
3,2,0,0,5,7,8,0.1919,0.0,0.0,100.0
4,3,1,0,3,6,9,0.0198,0.8,1.4,97.8
3,2,0,0,5,3,7,0.6382,11.4,6.2,82.4
11,4,0,0,5,6,5,0.7844,33.6,45.4,21.0
5,2,0,0,3,6,9,0.004,1.4,2.6,96.0
12,3,0,0,0,3,0,0.0,16.8,4.0,79.2
7,4,0,0,4,4,9,0.0871,0.2,0.4,99.4
12,8,0,0,0,4,0,0.0,17.8,3.4,78.8
11,3,0,0,3,3,9,0.0165,13.2,5.0,81.8
8,2,1,0,4,3,8,0.1813,20.0,3.4,76.6
13,6,0,0,0,5,0,0.0,14.6,2.2,83.2
13,4,0,0,0,2,0,0.0,32.8,3.2,64.0
11,5,0,0,3,4,9,0.0789,7.6,2.4,90.0
8,2,0,0,3,4,7,0.5768,50.0,1.4,48.6
7,3,0,0,4,3,8,0.4865,2.2,4.4,93.4
12,3,0,0,0,4,0,0.0,17.6,3.2,79.2
10,9,0,0,3,1,8,0.355,32.8,6.2,61.0
11,9,0,0,5,8,3,0.9686,63.8,35.6,0.6
4,3,0,0,4,5,7,0.5976,7.4,2.8,89.8
12,9,1,0,5,2,9,0.1442,6.2,0.2,93.6
11,6,0,0,5,1,9,0.0557,13.8,1.2,85.0
11,5,0,0,4,6,8,0.4464,18.0,4.0,78.0
3,3,0,1,3,2,8,0.2251,26.6,0.6,72.8
9,4,0,0,4,2,8,0.2339,18.0,5.8,76.2
12,5,0,0,0,1,0,0.0,47.8,3.6,48.6
6,3,1,0,5,7,7,0.6544,0.6,1.6,97.8
14,8,0,0,4,8,9,0.14,1.8,0.4,97.8
12,8,1,0,0,1,0,0.0,52.4,3.6,44.0
4,3,0,0,5,1,8,0.3001,0.0,11.4,88.6
11,2,1,0,3,4,9,0.0218,3.0,1.4,95.6
9,3,0,0,0,8,0,0.0,3.2,4.2,92.6
12,11,1,0,4,3,9,0.1048,24.6,1.4,74.0
11,9,0,0,0,7,0,0.0,10.6,2.6,86.8
10,7,0,0,0,2,0,0.0,30.2,5.0,64.8
13,5,0,0,3,1,9,0.1545,47.2,5.0,47.8
10,7,0,0,0,8,0,0.0,8.4,2.0,89.6
12,5,1,0,3,3,9,0.0433,5.6,1.6,92.8
8,3,0,0,0,8,0,0.0,4.4,2.6,93.0
9,4,1,0,5,4,5,0.7849,49.6,37.6,12.8
11,2,0,0,4,1,9,0.1016,24.8,2.4,72.8
9,8,0,0,5,6,9,0.0852,0.0,0.0,100.0
12,4,1,0,0,3,0,0.0,23.0,3.2,73.8
10,5,0,0,0,5,0,0.0,10.8,3.2,86.0
10,9,0,0,5,6,7,0.6232,0.0,0.0,100.0
6,4,0,0,4,6,9,0.1454,0.0,0.0,100.0
13,9,0,0,0,1,0,0.0,57.8,2.6,39.6
11,2,1,0,4,4,9,0.0241,21.4,0.0,78.6
11,7,0,0,4,1,8,0.241,25.0,4.2,70.8
12,7,1,0,3,5,8,0.4837,10.8,4.2,85.0
10,7,0,0,0,4,0,0.0,16.2,2.2,81.6
14,4,1,0,0,8,0,0.0,12.2,4.8,83.0
14,6,0,0,4,1,9,0.1504,37.6,1.0,61.4
12,6,0,0,0,5,0,0.0,11.0,2.0,87.0
13,7,0,0,5,3,5,0.7848,62.2,28.4,9.4
9,8,0,0,0,3,0,0.0,23.0,4.4,72.6
9,3,0,0,0,6,0,0.0,7.0,1.8,91.2
11,3,0,0,0,6,0,0.0,10.8,2.8,86.4
12,8,0,0,3,1,8,0.4846,77.0,3.6,19.4
12,10,0,0,3,7,8,0.5247,11.4,6.6,82.0
11,7,0,0,0,1,0,0.0,47.2,3.8,49.0
9,5,1,0,5,8,8,0.2635,0.0,0.0,100.0
10,7,0,0,3,4,8,0.3835,11.2,2.6,86.2
11,9,0,0,4,8,7,0.5642,2.8,3.2,94.0
12,2,0,0,0,1,0,0.0,46.8,4.4,48.8
11,4,0,0,3,5,8,0.4223,3.8,4.2,92.0
11,4,0,0,5,6,8,0.2703,0.0,0.0,100.0
9,4,0,0,4,3,9,0.149,1.8,10.8,87.4
11,8,0,0,5,1,8,0.45,72.6,0.2,27.2
7,6,0,0,5,4,7,0.5819,0.0,0.8,99.2
14,2,0,0,5,1,9,0.1579,28.0,3.0,69.0
10,10,0,1,5,2,6,0.7487,91.8,0.0,8.2
9,4,0,0,3,2,8,0.4729,16.2,5.4,78.4
14,11,0,0,3,5,9,0.1443,12.0,0.8,87.2
13,8,1,0,5,5,8,0.3774,10.4,0.6,89.0
12,5,0,0,0,5,0,0.0,11.8,3.8,84.4
8,8,0,1,3,8,7,0.5784,15.2,0.0,84.8
10,6,0,0,4,2,9,0.0879,7.8,0.8,91.4
9,7,0,0,4,7,9,0.0701,6.0,0.4,93.6
14,14,0,1,5,4,8,0.5515,55.2,0.2,44.6
12,7,0,0,5,7,9,0.1422,0.0,0.0,100.0
8,4,0,0,4,8,8,0.5139,0.4,0.2,99.4
8,4,1,0,5,3,7,0.5954,30.6,11.2,58.2
10,9,0,0,3,7,8,0.2668,3.8,1.6,94.6
11,4,0,0,3,5,9,0.0876,7.2,2.6,90.2
11,9,0,0,5,3,7,0.6069,30.2,1.2,68.6
9,7,1,0,0,8,0,0.0,14.0,2.6,83.4
6,4,0,0,5,4,5,0.7845,95.8,4.2,0.0
12,6,0,0,4,1,9,0.0511,28.8,0.6,70.6
13,10,0,0,4,5,8,0.5218,29.4,2.2,68.4
14,6,0,0,0,8,0,0.0,9.6,2.8,87.6
5,3,0,0,5,3,9,0.1402,0.0,0.0,100.0
13,9,0,0,0,3,0,0.0,24.0,2.6,73.4
12,2,0,0,3,5,9,0.1344,1.8,1.2,97.0
13,11,0,0,5,2,8,0.5092,44.8,0.4,54.8
13,7,0,0,0,7,0,0.0,10.8,2.2,87.0
12,5,0,0,3,1,9,0.0346,48.8,0.6,50.6
7,3,0,0,3,1,8,0.2237,52.2,3.8,44.0
7,2,0,0,3,2,8,0.1906,29.4,4.2,66.4
11,10,0,0,3,7,7,0.6203,26.4,6.6,67.0
6,2,0,0,3,3,7,0.5638,54.0,2.0,44.0
12,9,0,0,3,6,9,0.0386,4.6,2.6,92.8
6,5,0,0,0,2,0,0.0,22.0,2.6,75.4
13,4,0,0,5,8,7,0.6367,14.0,16.0,70.0
14,8,0,0,5,7,8,0.3139,0.0,0.0,100.0
14,3,0,0,3,5,9,0.125,2.4,2.0,95.6
4,2,1,0,0,7,0,0.0,11.8,3.4,84.8
11,2,0,0,0,6,0,0.0,10.0,3.0,87.0
4,2,0,0,4,8,5,0.7845,60.2,12.2,27.6
13,3,0,0,4,3,8,0.3081,7.8,3.8,88.4
10,4,0,0,3,8,9,0.1589,0.8,0.8,98.4
6,5,0,0,3,2,9,0.0348,32.8,2.4,64.8
14,3,1,0,4,6,9,0.1415,1.4,0.2,98.4
9,7,0,0,3,4,8,0.234,10.8,3.2,86.0
10,6,1,0,5,6,7,0.6541,0.0,0.4,99.6
11,11,0,1,3,6,8,0.4577,31.0,0.6,68.4
14,13,0,0,4,2,9,0.1699,26.6,0.4,73.0
14,11,0,0,3,2,8,0.5225,40.2,3.2,56.6
10,7,0,0,3,7,8,0.4162,14.0,2.0,84.0
7,4,0,0,0,5,0,0.0,11.0,2.4,86.6
7,4,0,0,4,3,6,0.6914,80.2,6.0,13.8
6,2,0,0,4,1,8,0.3058,59.0,3.2,37.8
9,2,0,0,4,8,8,0.3074,0.0,0.2,99.8
13,5,1,0,3,6,8,0.2888,16.4,1.8,81.8
9,8,1,0,3,4,8,0.3802,33.0,1.6,65.4
14,6,0,0,5,3,9,0.1242,2.0,0.2,97.8
11,2,0,0,3,2,8,0.1861,21.6,3.0,75.4
7,5,1,0,5,6,8,0.3244,7.6,0.6,91.8
11,2,1,0,5,6,8,0.4629,10.0,1.2,88.8
11,10,0,0,5,5,8,0.5113,0.0,0.0,100.0
11,5,0,0,4,2,9,0.1489,19.2,6.8,74.0
11,10,0,0,0,2,0,0.0,36.2,2.8,61.0
13,3,0,0,4,2,8,0.5048,62.0,5.6,32.4
13,11,0,0,4,6,9,0.0789,2.2,2.0,95.8
14,11,0,0,5,2,5,0.7856,69.8,25.0,5.2
5,4,0,0,4,4,9,0.0935,7.6,0.4,92.0
8,8,0,1,3,1,7,0.6169,68.6,0.8,30.6
8,4,0,0,3,5,8,0.2577,11.6,2.4,86.0
4,2,0,0,4,1,9,0.1583,2.2,10.0,87.8
10,3,1,0,3,7,9,0.0133,1.8,2.8,95.4
10,2,0,0,5,4,7,0.5982,6.0,3.2,90.8
13,11,0,0,4,8,9,0.165,7.8,0.2,92.0
12,9,0,0,4,3,8,0.4219,15.4,1.2,83.4
14,7,0,0,4,1,9,0.1085,41.4,1.4,57.2
12,4,0,0,4,8,9,0.1408,1.6,5.6,92.8
11,6,0,0,0,3,0,0.0,20.0,3.8,76.2
10,3,0,0,0,5,0,0.0,9.0,1.8,89.2
3,2,1,0,4,1,8,0.1907,45.6,3.6,50.8
14,7,0,0,3,4,9,0.1119,7.0,3.2,89.8
9,7,1,0,0,8,0,0.0,15.6,2.2,82.2
3,2,0,0,0,6,0,0.0,7.4,1.6,91.0
9,8,0,0,3,1,8,0.3913,65.6,3.4,31.0
13,2,0,0,5,7,8,0.5169,16.6,6.4,77.0
10,3,0,0,0,7,0,0.0,5.0,3.0,92.0
9,5,0,0,0,4,0,0.0,11.6,4.6,83.8
14,3,0,0,3,6,9,0.1296,10.0,1.0,89.0
12,11,0,0,3,4,8,0.1865,12.0,1.8,86.2
8,2,1,0,5,1,8,0.4906,7.4,3.4,89.2
9,7,0,0,5,5,9,0.1002,0.0,0.0,100.0
13,6,0,0,5,7,8,0.5504,0.0,0.0,100.0
14,4,0,0,0,7,0,0.0,10.6,4.4,85.0
8,3,0,0,5,3,8,0.4523,0.2,0.4,99.4
13,8,0,0,3,4,9,0.1631,12.8,3.8,83.4
10,2,0,0,0,8,0,0.0,5.4,2.2,92.4
14,2,0,0,3,4,9,0.1194,10.8,1.6,87.6
14,8,1,0,5,8,8,0.5247,0.0,0.2,99.8
13,11,0,0,3,1,9,0.1632,55.4,2.4,42.2
13,7,1,0,4,3,8,0.3478,20.4,0.8,78.8
5,3,0,0,0,4,0,0.0,13.6,1.8,84.6
13,2,1,0,5,7,3,0.9601,5.0,7.6,87.4
10,2,0,0,3,3,9,0.073,4.2,1.4,94.4
5,3,0,0,0,6,0,0.0,9.6,2.0,88.4
12,7,0,0,5,3,9,0.1478,0.8,0.2,99.0
14,13,0,0,3,8,9,0.1626,12.2,0.8,87.0
7,4,0,0,5,8,8,0.325,0.4,0.4,99.2
14,4,0,0,3,4,9,0.1126,9.4,3.0,87.6
11,9,0,0,5,7,8,0.5233,0.0,0.0,100.0
9,6,0,0,4,1,9,0.0142,25.6,3.4,71.0
14,11,0,0,5,5,9,0.1631,0.8,0.0,99.2
14,12,1,0,5,4,9,0.1699,2.2,0.6,97.2
13,4,1,0,4,5,9,0.069,1.8,0.0,98.2
14,7,1,0,5,5,9,0.1284,0.4,0.0,99.6
14,9,0,0,5,2,8,0.5457,71.2,1.2,27.6
3,2,0,0,4,5,9,0.0052,3.2,0.4,96.4
14,10,0,0,3,6,8,0.4295,31.2,1.6,67.2
11,10,1,0,5,2,8,0.364,9.2,0.8,90.0
9,6,0,0,4,4,9,0.1274,11.6,0.0,88.4
14,2,1,0,3,4,8,0.2877,10.6,5.6,83.8
13,11,1,0,4,8,8,0.5523,2.2,0.2,97.6
11,10,0,0,0,2,0,0.0,37.4,3.4,59.2
11,6,0,0,4,1,8,0.2388,31.6,4.6,63.8
12,10,1,0,3,3,9,0.1412,16.4,2.4,81.2
11,2,1,0,4,4,8,0.4937,2.8,3.6,93.6
14,10,1,0,3,3,8,0.5453,66.8,4.2,29.0
7,7,0,1,3,4,8,0.3352,24.4,1.2,74.4
10,8,0,0,4,1,8,0.4317,62.2,2.4,35.4
13,11,1,0,3,3,9,0.0839,45.0,0.8,54.2
9,3,0,0,5,6,6,0.7448,0.0,0.0,100.0
14,2,0,0,3,4,9,0.166,9.4,1.6,89.0
11,7,0,0,4,7,8,0.4641,8.2,1.8,90.0
14,3,1,0,4,7,9,0.1211,19.2,0.6,80.2
7,6,1,0,0,6,0,0.0,17.2,1.8,81.0
10,5,0,0,4,4,7,0.5821,14.4,5.2,80.4
5,4,0,0,0,2,0,0.0,23.0,4.6,72.4
10,6,1,0,0,1,0,0.0,46.4,3.0,50.6
14,12,0,0,3,6,9,0.1354,3.6,1.0,95.4
11,9,1,0,3,6,8,0.4558,49.0,1.4,49.6
14,14,0,1,0,6,0,0.0,43.2,0.8,56.0
10,7,1,0,5,7,8,0.4164,9.0,0.4,90.6
7,3,1,0,4,7,9,0.1085,2.8,4.6,92.6
10,2,0,0,5,6,5,0.7854,38.6,55.4,6.0
14,2,1,0,5,8,8,0.5406,14.8,6.8,78.4
14,11,0,0,4,4,8,0.4337,11.8,2.8,85.4
5,4,1,0,0,7,0,0.0,11.6,1.6,86.8
4,3,0,0,4,8,8,0.296,0.0,0.0,100.0
14,3,0,0,5,1,7,0.6581,75.8,1.8,22.4
10,7,0,0,5,6,8,0.429,0.0,0.0,100.0
11,10,0,0,5,1,2,0.9933,100.0,0.0,0.0
14,8,0,0,5,4,9,0.165,0.6,0.4,99.0
5,4,0,0,0,2,0,0.0,21.2,2.2,76.6
11,10,0,0,3,2,9,0.1315,20.6,1.8,77.6
12,4,0,0,5,8,7,0.6603,0.0,0.2,99.8
13,12,0,0,5,7,8,0.4857,0.2,0.0,99.8
12,3,0,0,3,1,9,0.1331,45.0,3.4,51.6
11,5,0,0,3,1,9,0.1305,31.4,2.8,65.8
8,5,1,0,3,7,8,0.3506,10.0,11.8,78.2
12,11,0,0,5,5,8,0.4228,0.0,0.0,100.0
9,4,0,0,5,4,8,0.4053,11.8,4.0,84.2
4,2,0,0,5,6,9,0.1577,0.0,0.0,100.0
13,3,0,0,5,6,8,0.2813,0.0,0.2,99.8
8,4,0,0,5,6,8,0.3759,0.4,0.8,98.8
9,2,0,0,3,7,8,0.3949,16.2,3.4,80.4
14,6,0,0,0,3,0,0.0,27.8,3.0,69.2
14,2,1,0,5,1,8,0.3756,41.6,3.6,54.8
13,9,0,0,0,8,0,0.0,12.6,3.6,83.8
10,3,0,0,4,3,8,0.4522,3.8,3.2,93.0
5,3,1,0,0,8,0,0.0,11.2,2.4,86.4
12,9,1,0,0,6,0,0.0,19.4,2.4,78.2
8,3,1,0,5,4,7,0.5772,13.0,3.4,83.6
12,11,0,0,4,5,9,0.0541,7.4,0.2,92.4
8,2,0,0,3,2,9,0.0091,10.4,1.4,88.2
13,11,0,0,0,6,0,0.0,21.2,2.8,76.0
12,3,0,0,5,3,8,0.2889,6.0,6.0,88.0
10,5,0,0,5,5,8,0.3393,0.0,0.0,100.0
13,5,0,0,5,2,9,0.0696,3.4,0.2,96.4
6,4,0,0,0,7,0,0.0,8.6,2.2,89.2
13,7,0,0,5,5,8,0.5497,1.2,0.4,98.4
11,7,1,0,5,6,8,0.4631,8.6,3.2,88.2
11,6,0,0,3,3,9,0.0571,15.0,5.8,79.2
13,7,0,0,5,6,3,0.9752,96.2,1.6,2.2
4,4,0,1,3,4,8,0.2322,15.8,0.2,84.0
14,12,0,0,4,1,9,0.1356,30.4,7.0,62.6
11,10,0,0,3,3,8,0.4457,50.2,2.6,47.2
13,12,0,0,4,4,9,0.1668,5.2,0.2,94.6
